countryiso3code,country,date,gini,subsequent_growth
PRY,Paraguay,2011,52.3,2.533485079595924
PRY,Paraguay,2010,51.0,2.5626005557318456
PER,Peru,2018,42.4,0.24810276034226142
PER,Peru,2017,43.3,0.9565902668147513
PER,Peru,2016,43.6,0.7931367779820853
PER,Peru,2015,43.4,-1.1578659780837772
PER,Peru,2014,43.1,1.6586826803966872
PER,Peru,2013,43.9,1.832103187003104
PER,Peru,2012,44.4,2.392277084801028
PER,Peru,2011,44.7,3.239416841516062
PER,Peru,2010,45.5,3.831362014569158
PHL,Philippines,2018,42.3,2.096440918190028
PHL,Philippines,2015,44.6,2.120929939338828
PHL,Philippines,2012,46.5,5.089700528788326
POL,Poland,2018,30.2,3.709130469335176
POL,Poland,2017,29.7,4.834974070147856
POL,Poland,2016,31.2,4.720385959598375
POL,Poland,2015,31.8,3.6411374161363383
POL,Poland,2014,32.8,4.713654751881911
POL,Poland,2013,33.1,4.592116961449
POL,Poland,2012,33.0,3.4919091358232466
POL,Poland,2011,33.2,2.766446924887383
POL,Poland,2010,33.2,3.1911283130293824
PRT,Portugal,2018,33.5,1.4519733183761578
PRT,Portugal,2017,33.8,1.7346138502610937
PRT,Portugal,2016,35.2,1.1995200403632058
PRT,Portugal,2015,35.5,0.6849799532557559
PRT,Portugal,2014,35.6,2.747473222277704
PRT,Portugal,2013,36.2,2.460422095339268
PRT,Portugal,2012,36.0,1.7503351003507224
PRT,Portugal,2011,36.3,0.30471194370245236
PRT,Portugal,2010,35.8,-0.4743454939062796
QAT,Qatar,2017,35.1,0.19786185462625758
ROU,Romania,2018,35.8,2.920441148333348
ROU,Romania,2017,36.0,3.6854766445185376
ROU,Romania,2016,34.4,4.532001854576636
ROU,Romania,2015,35.9,3.9467376297006007
ROU,Romania,2014,36.0,5.288474961761783
ROU,Romania,2013,36.9,5.2879374583449685
ROU,Romania,2012,36.5,4.215195821518409
ROU,Romania,2011,35.9,2.9223186407911634
ROU,Romania,2010,35.5,3.234146300757401
RUS,Russian Federation,2018,35.3,1.8197393461654703
RUS,Russian Federation,2017,35.5,1.4905648963002442
RUS,Russian Federation,2016,36.7,2.032853312817236
RUS,Russian Federation,2015,36.5,0.7710384411551161
RUS,Russian Federation,2014,36.9,0.8211570224258
RUS,Russian Federation,2013,40.9,0.1683636895026941
RUS,Russian Federation,2012,40.7,-0.08414478429466583
RUS,Russian Federation,2011,39.7,0.3454436111255482
RUS,Russian Federation,2010,39.5,1.198938249784132
RWA,Rwanda,2016,43.7,3.164729558675396
RWA,Rwanda,2013,45.1,4.099538998674614
RWA,Rwanda,2010,47.2,4.617629345554827
WSM,Samoa,2013,38.7,1.7215987551504632
STP,Sao Tome and Principe,2017,40.7,0.4093512495966237
STP,Sao Tome and Principe,2010,30.8,1.320044707492794
SEN,Senegal,2018,38.3,1.501579261420114
SEN,Senegal,2011,40.3,1.9951729592470966
SRB,Serbia,2018,35.0,4.742817544009845
SRB,Serbia,2017,36.1,4.908483604879297
SRB,Serbia,2016,38.8,4.4261301617831155
SRB,Serbia,2015,40.5,3.3347916027783855
SRB,Serbia,2014,40.4,3.75549058812483
SRB,Serbia,2013,39.4,2.4276095376654663
SRB,Serbia,2012,39.9,1.5713515865806231
SRB,Serbia,2010,29.0,0.4570034416900602
SYC,Seychelles,2018,32.1,-2.382105783329677
SYC,Seychelles,2013,46.8,5.83870434320581
SLE,Sierra Leone,2018,35.7,1.90002390116559
SLE,Sierra Leone,2011,34.0,1.421500189153816
SVK,Slovak Republic,2018,25.0,1.6774760355327636
SVK,Slovak Republic,2017,23.2,2.0197040517187594
SVK,Slovak Republic,2016,25.2,2.3964650216460117
SVK,Slovak Republic,2015,26.5,1.583665595273678
SVK,Slovak Republic,2014,26.1,3.132865875511914
SVK,Slovak Republic,2013,28.1,3.2270142337827226
SVK,Slovak Republic,2012,26.1,2.5624307967270163
SVK,Slovak Republic,2011,26.5,2.298680120958764
SVK,Slovak Republic,2010,27.3,2.421440118247176
SVN,Slovenia,2018,24.6,2.126557265394914
SVN,Slovenia,2017,24.2,2.532617572900068
SVN,Slovenia,2016,24.8,3.0589542513118304
SVN,Slovenia,2015,25.4,2.025604045628736
SVN,Slovenia,2014,25.7,3.4339229653901855
SVN,Slovenia,2013,26.2,3.408876630665378
SVN,Slovenia,2012,25.6,2.4169566792887167
SVN,Slovenia,2011,24.9,0.7719329462523188
SVN,Slovenia,2010,24.9,0.26944029569539707
SLB,Solomon Islands,2012,37.1,-0.27679686938058473
ZAF,South Africa,2014,59.6,-0.3982393804127562
ZAF,South Africa,2010,60.9,0.530460946166466
ESP,Spain,2018,34.7,0.6404532064576882
ESP,Spain,2017,34.7,0.7751498727539462
ESP,Spain,2016,35.8,0.18270185727882607
ESP,Spain,2015,36.2,-0.5488173721882983
ESP,Spain,2014,36.1,2.559210824169794
ESP,Spain,2013,36.2,2.6793966340583095
ESP,Spain,2012,35.4,2.0785500135663915
ESP,Spain,2011,35.7,0.9636840958113637
ESP,Spain,2010,35.2,0.19805812673006762
LKA,Sri Lanka,2016,39.3,0.7339538576637402
LKA,Sri Lanka,2012,38.7,4.953474884721294
LCA,St. Lucia,2015,43.7,-3.2171223373766216
SDN,Sudan,2014,34.2,-2.904726258360732
SWE,Sweden,2018,30.0,0.6846159576002016
SWE,Sweden,2017,28.8,0.938533436402438
SWE,Sweden,2016,29.6,0.928646552447541
SWE,Sweden,2015,29.2,0.18068558134673524
SWE,Sweden,2014,28.4,1.366720520159605
SWE,Sweden,2013,28.8,1.3092145968745332
SWE,Sweden,2012,27.6,1.247097103553414
SWE,Sweden,2011,27.6,0.9135787890322021
SWE,Sweden,2010,27.7,1.2199391306408938
CHE,Switzerland,2018,33.1,1.0066166546101323
CHE,Switzerland,2017,32.7,1.6088001762517756
CHE,Switzerland,2016,33.0,1.1687479588098173
CHE,Switzerland,2015,32.3,0.25638555001186714
CHE,Switzerland,2014,32.5,0.9109875693575784
CHE,Switzerland,2013,32.5,1.091641552614623
CHE,Switzerland,2012,31.6,0.7121922698369437
CHE,Switzerland,2011,31.7,0.627736760386832
CHE,Switzerland,2010,32.6,0.5240640176648264
TJK,Tajikistan,2015,34.0,4.142297992526798
TZA,Tanzania,2018,40.5,1.317815789531381
TZA,Tanzania,2011,37.8,2.950403302055718
THA,Thailand,2018,36.4,0.40313616871219804
THA,Thailand,2017,36.4,0.7255130656962281
THA,Thailand,2016,36.7,0.9478286368690959
THA,Thailand,2015,36.0,1.2543108847469941
THA,Thailand,2014,37.0,3.036119721659782
THA,Thailand,2013,37.8,2.745060040904302
THA,Thailand,2012,39.3,2.3807654246138474
THA,Thailand,2011,37.5,2.949246496579822
THA,Thailand,2010,39.4,2.398367297912079
TLS,Timor-Leste,2014,28.7,3.209529848832317
TGO,Togo,2018,42.5,2.9124897280104114
TGO,Togo,2015,43.0,2.0315623152057336
TGO,Togo,2011,46.0,3.351079134023268
TON,Tonga,2015,33.5,2.4520628185840394
TUN,Tunisia,2015,32.8,-1.2637158398585027
TUN,Tunisia,2010,38.5,0.5696268314779698
TUR,Turkiye,2018,42.4,4.1017144345045065
TUR,Turkiye,2017,43.5,3.5933031557593145
TUR,Turkiye,2016,41.9,3.9990005095691386
TUR,Turkiye,2015,42.9,2.2280196085998187
TUR,Turkiye,2014,41.2,2.9447039730238416
TUR,Turkiye,2013,40.2,3.6118022646364603
TUR,Turkiye,2012,40.2,4.617139653745708
TUR,Turkiye,2011,40.0,4.025831289607062
TUR,Turkiye,2010,38.8,5.509849691539508
TUV,Tuvalu,2010,39.1,3.2458519605693796
UGA,Uganda,2016,42.8,1.0140705617596744
UGA,Uganda,2012,41.0,1.1322991607500446
UKR,Ukraine,2018,26.1,-0.41977785234624954
UKR,Ukraine,2017,26.0,-2.6895062989893477
UKR,Ukraine,2016,25.0,2.43168570073572
UKR,Ukraine,2015,25.5,2.1378863921316635
UKR,Ukraine,2014,24.0,0.8994302172015438
UKR,Ukraine,2013,24.6,-0.8928329386592763
UKR,Ukraine,2012,24.7,-1.667492302353141
UKR,Ukraine,2011,24.6,-2.1666929301393134
UKR,Ukraine,2010,24.8,-1.5984709750705532
ARE,United Arab Emirates,2018,26.4,-0.5966505117600868
ARE,United Arab Emirates,2013,32.5,-0.40616899222723574
GBR,United Kingdom,2018,33.7,0.35854626974696346
GBR,United Kingdom,2017,32.6,0.7759766413251237
GBR,United Kingdom,2016,33.1,0.4434454874171617
GBR,United Kingdom,2015,33.3,-0.9084416316881203
GBR,United Kingdom,2014,33.1,1.4125239294536018
GBR,United Kingdom,2013,32.7,1.743366885228158
GBR,United Kingdom,2012,33.1,1.7403229300929142
GBR,United Kingdom,2011,33.2,1.4090364012844372
GBR,United Kingdom,2010,33.7,1.1427104697694013
USA,United States,2018,41.8,1.918919602300996
USA,United States,2017,41.4,1.9735862118096796
USA,United States,2016,41.3,1.9351801404574922
USA,United States,2015,41.5,0.9426830535256819
USA,United States,2014,41.7,1.8642853240361899
USA,United States,2013,40.9,1.795121232593464
USA,United States,2012,41.2,1.5918652378775318
USA,United States,2011,41.2,1.5369782419545739
USA,United States,2010,40.2,1.4850043434572133
URY,Uruguay,2018,39.7,0.9978579399845218
URY,Uruguay,2017,39.5,0.8256430935153334
URY,Uruguay,2016,39.7,0.16182148202855529
URY,Uruguay,2015,40.1,-0.7510428645459448
URY,Uruguay,2014,40.1,0.7345425164355057
URY,Uruguay,2013,40.5,1.1448549601837483
URY,Uruguay,2012,39.9,2.01322602948298
URY,Uruguay,2011,42.2,2.374520036781058
URY,Uruguay,2010,44.5,3.084665084124802
VUT,Vanuatu,2010,37.4,0.0078022887524175745
VNM,Viet Nam,2018,35.7,4.381768295623288
VNM,Viet Nam,2016,35.3,4.361163237591982
VNM,Viet Nam,2014,34.8,5.8493443112595775
VNM,Viet Nam,2012,35.6,5.218788841160584
VNM,Viet Nam,2010,39.3,4.918519486842704
PSE,West Bank and Gaza,2016,33.7,-2.4231484575685203
PSE,West Bank and Gaza,2011,34.4,2.214687637482034
PSE,West Bank and Gaza,2010,35.3,2.298922320298004
ZMB,Zambia,2015,55.8,-1.0281186591942109
ZMB,Zambia,2010,52.0,1.8420196475007118
ZWE,Zimbabwe,2017,44.3,-0.5408862265065442
ZWE,Zimbabwe,2011,43.2,3.2249906463424884
